class_index,review_text
2,'s no time to think about them anyway
2,Brooms is n't it
1,Precocious
2,journalists
3,Both damning and damned compelling .
1,Long on twinkly-eyed close-ups and short on shame
2,show wary natives the true light
3,choreographed
3,Its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .
4,is hard to conceive anyone else in their roles
4,A tremendous piece of work
3,rooted in a sincere performance by the title character undergoing midlife crisis
2,a barrage of hype
3,accumulated enjoyment
3,of deft and subtle poetry
0,Staggers between flaccid satire and what is supposed to be madcap farce .
1,a promise nor a threat so much as wishful thinking
2,such a blip
1,Hollywood concoction
3,storytelling skills
2,will never
2,playing a salt-of-the-earth mommy named Minnie
2,Oscars
2,the new script by the returning David S. Goyer
2,Lillard and Cardellini earn their Scooby Snacks
1,a balding 50-year-old actor playing an innocent boy carved from a log
1,The entire movie has a truncated feeling
2,a large cast representing a broad cross-section
2,on forced air
3,waiting for things
1,action confined to slo-mo gun firing and random glass-shattering
2,the pros and cons
1,than to rush to the theatre for this one
3,seem self-consciously poetic and
2,rom
0,wasting away inside unnecessary films
1,only has about 25 minutes of decent material .
2,many definitions
2,Gosling creates
2,is slight
2,confuse
2,no other film in recent history
2,the complicated history
1,Borrows from other movies
3,captures both the beauty of the land and the people .
2,set the plot in motion
2,four letter words
2,trifle that date nights were invented for .
2,opened it up
2,it provides a nice change of mindless pace in collision with the hot Oscar season currently underway
1,The only thing scary about feardotcom
1,I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British
2,than movie
2,on and
1,A wishy-washy melodramatic movie
3,has a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock
3,communicate the truth of the world
1,the problems
4,Congrats Disney on a job well done
2,our story
2,tedious picture
2,Hjejle
1,Tends to plod .
1,treachery
3,an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us
4,rich and sudden wisdom
1,Dreary tale of middle-class angst
1,awkward structure
1,with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period
2,Wertmuller 's polemical allegory
2,took a long time to do it
2,whose songs
3,is always sympathetic
1,the would-be surprises coming a mile away
2,a superficial midlife crisis
3,relevant today
1,a one-note performance
2,opened it
2,unexplored
2,fear and frustration
2,its grasp
1,slow .
3,most touching movie
1,have given this movie a rating of zero .
4,the transcendent performance
2,'re out there !
2,could ever
2,moral hackles
2,Yet another weepy Southern bore-athon .
2,more genial than ingenious
2,Powerpuff Girls Movie
3,through this film
2,Hispanic role
2,an enormous feeling of empathy for its characters
3,she of the impossibly long limbs and sweetly conspiratorial smile
3,About as enjoyable
2,fast-forward technology
2,it 's to this film 's -LRB- and its makers ' -RRB- credit that we believe that that 's exactly what these two people need to find each other -- and themselves
2,What they see in each other
2,the luck
0,why any actor of talent would ever work in a McCulloch production again if they looked at how this movie turned out
2,the overall impact the movie could have had
2,both adults and
2,she 's no working girl
2,leave much of an impression
1,usually dread encountering the most
3,on the success of Bollywood
1,foul up Shum 's good intentions .
1,as lame and sophomoric
0,incessant whining
0,suffers because it does n't have enough vices to merit its 103-minute length
2,Secret Ballot
1,savor whenever the film 's lamer instincts are in the saddle
2,any insights
1,more hackneyed
2,neither Sendak nor the directors
3,is not easily forgotten
2,does Spider-Man
2,Much of All About Lily Chou-Chou
2,endorses They
2,run-of-the-mill raunchy humor
3,dramatic arc
3,a hint
2,the mainstream
2,1959 Godzilla
2,its understanding
2,Papin
2,The observations of this social\/economic\/urban environment
2,dialogue scenes
3,narrative continuity
2,the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty
2,talking head documentary
1,dodge this one
2,her own skin to be proud of her Rubenesque physique
2,creative insanity
2,English title
3,The kind of primal storytelling that George Lucas can only dream of
2,should n't stop die-hard French film connoisseurs from going out and enjoying the big-screen experience
2,Scorpion King
2,the seesawing
2,special effects
0,rotten in almost every single facet of production
3,with vibrant charm
2,a con artist and a liar
3,in future years as an eloquent memorial
2,of a Hubert Selby Jr.
2,opportunity to use that term as often as possible
2,for older kids
1,this Italian freakshow
2,little more intensity
2,Journalistically dubious
2,A Rumor of Angels
2,his right mind
2,uproarious
2,good to recite some of this laughable dialogue with a straight face
1,too mushy -- and in a relatively short amount of time
1,his drug
2,for the optic nerves
1,Throw Smoochy from the train !
1,The film does n't have enough innovation or pizazz to attract teenagers
2,are pursuing him
4,of cerebral and cinemantic flair
3,Offers an interesting look at the rapidly changing face of Beijing .
3,be as subtle and touching as The Son 's Room
2,present standards allow for plenty of nudity
2,post-September 11
2,his hypermasculine element
1,is never especially clever and often
2,MTV show
2,sportsmanship
2,Max Rothman 's
2,the dispossessed
3,much entertainment value
1,is that it progresses in such a low-key manner that it risks monotony .
1,a taunt
2,the theories
3,occasional jarring glimpses
1,place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence
2,gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .
2,by the former Mr. Drew Barrymore
3,a fascinating glimpse of urban life
2,prey to its sob-story trappings
2,arch and
2,production details
1,careless
2,common-man artist
2,Claus
2,landing squarely
2,alone is enough to keep us
3,A fast-paced
1,rotten in the state of California
3,Howard and his co-stars all give committed performances
2,groupie\/scholar
2,heroic capacity
1,-LRB- Seagal 's -RRB- strenuous attempt at a change in expression
2,as deep as a Petri dish and
2,or at least this working woman --
4,intricate magic
2,as if we 're looking back at a tattered and ugly past with rose-tinted glasses
3,Audacious-impossible yet compelling
2,more salacious telenovela
2,all those little steaming cartons
2,21st Century 's new `` Conan
2,you 're willing to go with this claustrophobic concept
3,of emotional comfort
2,have made
2,Horrid little propaganda film with fascinating connections
2,pokes
2,you bring to it
3,its stylish surprises
2,passable enough for a shoot-out in the o.k. court
1,It 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .
3,perfectly pitched web
2,gave people
3,Delight your senses
2,Mr. Soderbergh 's direction and visual style
3,Schrader examines Crane 's decline with unblinking candor .
3,with 20 times
2,his genre and
2,get to know
4,have n't laughed that hard in years !
2,in the entire movie
0,disgusting
2,the new populist comedies
2,from the concession stand
0,is that it is one that allows him to churn out one mediocre movie after another .
1,wanting to abandon the theater
0,painfully unfunny farce
2,hairs
4,'s strongest and most touching movie of recent years
3,Time Out is existential drama without any of the pretension associated with the term .
2,traditional layers of awakening and ripening
4,Puts to rest any thought that the German film industry can not make a delightful comedy centering on food .
2,'ll end up moved .
2,to a thriller 's rush
2,Ford low
2,New York gang lore
2,an exploration of the paranoid impulse
2,unlike those in Moulin Rouge
3,something different
2,the profoundly devastating events of one year ago and
3,make a nice coffee table book
2,silent
1,Their contrast is neither dramatic nor comic -- it 's just a weird fizzle
2,consume
1,Fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .
2,gradually
1,the thinness of its characterizations
4,vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .
3,clever by about nine-tenths
3,an engrossing story
3,pizazz
2,with too many nervous gags
0,is confused in Death to Smoochy into something both ugly and mindless
3,of the best of a growing strain of daring films
2,contemporary comedies
3,most flamboyant female comics
4,rich and intelligent
0,One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .
1,living under a rock
4,predictable in the reassuring manner of a beautifully sung holiday carol
2,a climactic hero 's death for the beloved-major
3,a very good viewing alternative for young women
0,would be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest
2,'s at the center of the story
2,look at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth .
2,could have and
2,\*\*\*
1,If it 's not entirely memorable
2,house films
2,#NOM?
3,adrenaline jolt
3,translate well
3,rapt spell
2,her targeted audience
2,the supporting cast
2,taking place at the movie 's edges
1,This mistaken-identity picture is so film-culture referential that the final product is a ghost .
1,this broken character study
2,large it 's Altman-esque
2,Derrida 's
1,'s not like having a real film of Nijinsky
2,Whitaker
2,has arrived from Portugal .
2,Spielberg calls
2,in despite their flaws
2,will appeal to Discovery Channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses
